document_id,date,title,pdf_url,description,description_source
C09000030,n/a,Handwritten Letter,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2023/FL-2017-13804/DOC_0C09000030/C09000030.pdf,"State Department FOIA record C09000030, dated 6/16/1995, is titled ""June 16, 1995 Letter from Strobe Talbott to Chris"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000030,n/a,Note To Sandy W/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000030/C09000030.pdf,"State Department FOIA record C09000030, dated 6/16/1995, is titled ""June 16, 1995 Letter from Strobe Talbott to Chris"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000030,n/a,JOINT U.S. - RUSSIAN STATEMENT ON THE MIDDLE EAST w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000030/C09000030.pdf,"State Department FOIA record C09000030, dated 6/16/1995, is titled ""June 16, 1995 Letter from Strobe Talbott to Chris"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000031,n/a,"NIXON CENTER PERSPECTIVES Volume 3, Number 4 Russia under the Primakov Government by Dmitriy Ryurikov",https://foia.state.gov/DOCUMENTS/FOIA_L_Dec2023/FL-2017-13804/DOC_0C09000031/C09000031.pdf,"State Department FOIA record C09000031, dated 4/12/1995, is titled ""Handwritten Letter W/Attachment(s)"". The released text begins: ""William J • Perry, p erry , Secreta ry of Secretary of Defense. THE THE DEPUTY DEPUTY SECRETARY SECRETAR Y OF OF STATE STATE WASHINGT ON WASHINGTON fJpr Y/ I 1- 7.f' p ~ —31A --;J;vl — - 1 1 /I',.,, i..,>f~J is--1 1"" i.,:aty,A) 'l'---j w-, t._ ,..J (C-<n-rr,_.1 j (..""",pdf
C09000031,n/a,Handwritten Letter,https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2023/FL-2017-13804/DOC_0C09000031/C09000031.pdf,"State Department FOIA record C09000031, dated 4/12/1995, is titled ""Handwritten Letter W/Attachment(s)"". The released text begins: ""William J • Perry, p erry , Secreta ry of Secretary of Defense. THE THE DEPUTY DEPUTY SECRETARY SECRETAR Y OF OF STATE STATE WASHINGT ON WASHINGTON fJpr Y/ I 1- 7.f' p ~ —31A --;J;vl — - 1 1 /I',.,, i..,>f~J is--1 1"" i.,:aty,A) 'l'---j w-, t._ ,..J (C-<n-rr,_.1 j (..""",pdf
C09000031,n/a,TPS for meeting on Russia/ME w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000031/C09000031.pdf,"State Department FOIA record C09000031, dated 4/12/1995, is titled ""Handwritten Letter W/Attachment(s)"". The released text begins: ""William J • Perry, p erry , Secreta ry of Secretary of Defense. THE THE DEPUTY DEPUTY SECRETARY SECRETAR Y OF OF STATE STATE WASHINGT ON WASHINGTON fJpr Y/ I 1- 7.f' p ~ —31A --;J;vl — - 1 1 /I',.,, i..,>f~J is--1 1"" i.,:aty,A) 'l'---j w-, t._ ,..J (C-<n-rr,_.1 j (..""",pdf
C09000032,n/a,Note From Strobe Talbott Charge John Tefft w/Attached Fax,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000032/C09000032.pdf,"State Department FOIA record C09000032, dated 4/13/1995, is titled ""April 13, 1995 Letter From Strobe Talbott To Professor Bilocerkowycz W/Attachment(s)"". The released text begins: ""II look forward to reading it. to reading it. II was very very pleased pleased to to meet meet you you in Dayton. 1I enjoyed in Dayton. enjoyed the the visit visit and and was greatly impressed was greatly impressed by the University by the University ofof Dayton.""",pdf
C09000032,n/a,Letter from Strobe Talbott to Chris,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000032/C09000032.pdf,"State Department FOIA record C09000032, dated 4/13/1995, is titled ""April 13, 1995 Letter From Strobe Talbott To Professor Bilocerkowycz W/Attachment(s)"". The released text begins: ""II look forward to reading it. to reading it. II was very very pleased pleased to to meet meet you you in Dayton. 1I enjoyed in Dayton. enjoyed the the visit visit and and was greatly impressed was greatly impressed by the University by the University ofof Dayton.""",pdf
C09000032,n/a,TALBOTT/FUERTH DELEGATIOIN REPORT TO POTUS/VP,https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2023/FL-2017-13804/DOC_0C09000032/C09000032.pdf,"State Department FOIA record C09000032, dated 4/13/1995, is titled ""April 13, 1995 Letter From Strobe Talbott To Professor Bilocerkowycz W/Attachment(s)"". The released text begins: ""II look forward to reading it. to reading it. II was very very pleased pleased to to meet meet you you in Dayton. 1I enjoyed in Dayton. enjoyed the the visit visit and and was greatly impressed was greatly impressed by the University by the University ofof Dayton.""",pdf
C09000032,n/a,Handwritten Note w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000032/C09000032.pdf,"State Department FOIA record C09000032, dated 4/13/1995, is titled ""April 13, 1995 Letter From Strobe Talbott To Professor Bilocerkowycz W/Attachment(s)"". The released text begins: ""II look forward to reading it. to reading it. II was very very pleased pleased to to meet meet you you in Dayton. 1I enjoyed in Dayton. enjoyed the the visit visit and and was greatly impressed was greatly impressed by the University by the University ofof Dayton.""",pdf
C09000032,n/a,xxx meetings in Cairo,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000032/C09000032.pdf,"State Department FOIA record C09000032, dated 4/13/1995, is titled ""April 13, 1995 Letter From Strobe Talbott To Professor Bilocerkowycz W/Attachment(s)"". The released text begins: ""II look forward to reading it. to reading it. II was very very pleased pleased to to meet meet you you in Dayton. 1I enjoyed in Dayton. enjoyed the the visit visit and and was greatly impressed was greatly impressed by the University by the University ofof Dayton.""",pdf
C09000032,n/a,RUSSIAN ELECTION SCENARIOS,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000032/C09000032.pdf,"State Department FOIA record C09000032, dated 4/13/1995, is titled ""April 13, 1995 Letter From Strobe Talbott To Professor Bilocerkowycz W/Attachment(s)"". The released text begins: ""II look forward to reading it. to reading it. II was very very pleased pleased to to meet meet you you in Dayton. 1I enjoyed in Dayton. enjoyed the the visit visit and and was greatly impressed was greatly impressed by the University by the University ofof Dayton.""",pdf
C09000033,n/a,Handwritten Note,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000033/C09000033.pdf,"State Department FOIA record C09000033, dated 4/14/1995, is titled ""April 14, 1995 Letter From Strobe Talbott To Professor Tucker W/Attachment(s)"". The released text begins: ""These your Op-Ed informative contributions have been informative been given given to to our our Office Office of of Russian Affairs, which is preparing for for the President's President's trip trip to Moscow in May. to May. In your In your letter you mentioned the possibility of of former former Ambassador Kennan attending the Ambassador Kennan the end end of of World War 50th War II 50th anniversary celebration in Mosco…",pdf
C09000033,n/a,Note From Strobe Talbott To Amb. Sestanovich,https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000033/C09000033.pdf,"State Department FOIA record C09000033, dated 4/14/1995, is titled ""April 14, 1995 Letter From Strobe Talbott To Professor Tucker W/Attachment(s)"". The released text begins: ""These your Op-Ed informative contributions have been informative been given given to to our our Office Office of of Russian Affairs, which is preparing for for the President's President's trip trip to Moscow in May. to May. In your In your letter you mentioned the possibility of of former former Ambassador Kennan attending the Ambassador Kennan the end end of of World War 50th War II 50th anniversary celebration in Mosco…",pdf
C09000033,n/a,update on Russian Economic Talks from Dan Speckhard.,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000033/C09000033.pdf,"State Department FOIA record C09000033, dated 4/14/1995, is titled ""April 14, 1995 Letter From Strobe Talbott To Professor Tucker W/Attachment(s)"". The released text begins: ""These your Op-Ed informative contributions have been informative been given given to to our our Office Office of of Russian Affairs, which is preparing for for the President's President's trip trip to Moscow in May. to May. In your In your letter you mentioned the possibility of of former former Ambassador Kennan attending the Ambassador Kennan the end end of of World War 50th War II 50th anniversary celebration in Mosco…",pdf
C09000033,n/a,Note From Strobe Talbott To Steve Sestanovich,https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000033/C09000033.pdf,"State Department FOIA record C09000033, dated 4/14/1995, is titled ""April 14, 1995 Letter From Strobe Talbott To Professor Tucker W/Attachment(s)"". The released text begins: ""These your Op-Ed informative contributions have been informative been given given to to our our Office Office of of Russian Affairs, which is preparing for for the President's President's trip trip to Moscow in May. to May. In your In your letter you mentioned the possibility of of former former Ambassador Kennan attending the Ambassador Kennan the end end of of World War 50th War II 50th anniversary celebration in Mosco…",pdf
C09000034,n/a,Handwritten Note W/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000034/C09000034.pdf,"State Department FOIA record C09000034, dated 9/25/1995, is titled ""September 25, 1995 letter From Strobe Talbott To Elise Lewis with attachment"". The released text begins: ""Lewis: I am writing in enthusiastic support of Tom Donilon for Council membership. Please take this letter as a genuinely personal endorsement from someone who knows the Council well -- and of someone who, I'm convinced, would make a real contribution to the activities of the CFR for a long time to come.""",pdf
C09000034,n/a,Note From Strobe Talbott To MKA w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2023/FL-2017-13804/DOC_0C09000034/C09000034.pdf,"State Department FOIA record C09000034, dated 9/25/1995, is titled ""September 25, 1995 letter From Strobe Talbott To Elise Lewis with attachment"". The released text begins: ""Lewis: I am writing in enthusiastic support of Tom Donilon for Council membership. Please take this letter as a genuinely personal endorsement from someone who knows the Council well -- and of someone who, I'm convinced, would make a real contribution to the activities of the CFR for a long time to come.""",pdf
C09000035,n/a,Handwritten Note W/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000035/C09000035.pdf,"State Department FOIA record C09000035, dated 11/28/1995, is titled ""November 28, 1995 Note from Strobe Talbott to Ambassador McNamara"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000035,n/a,Handwritten Note w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000035/C09000035.pdf,"State Department FOIA record C09000035, dated 11/28/1995, is titled ""November 28, 1995 Note from Strobe Talbott to Ambassador McNamara"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000036,n/a,Points for Secretary-Ivanov call:,https://foia.state.gov/DOCUMENTS/FOIA_L_Dec2023/FL-2017-13804/DOC_0C09000036/C09000036.pdf,"State Department FOIA record C09000036, dated 12/29/1991, is titled ""December 29, 1991 Note From Strobe Talbott to MKA"". The released text begins: ""They confirm what had been my assumption anyway: the central allegation of the piece is utter, mischievous nonsense; and I was in the dark by inadvertence. They also agree that I should have been read into this matter in a timely way, both because of my responsibilities in D and also because of my more specific duties on Russia policy.""",pdf
C09000036,n/a,Handwritten Note,https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000036/C09000036.pdf,"State Department FOIA record C09000036, dated 12/29/1991, is titled ""December 29, 1991 Note From Strobe Talbott to MKA"". The released text begins: ""They confirm what had been my assumption anyway: the central allegation of the piece is utter, mischievous nonsense; and I was in the dark by inadvertence. They also agree that I should have been read into this matter in a timely way, both because of my responsibilities in D and also because of my more specific duties on Russia policy.""",pdf
C09000036,n/a,Asmus Food for Thought-- Things to Think About,https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000036/C09000036.pdf,"State Department FOIA record C09000036, dated 12/29/1991, is titled ""December 29, 1991 Note From Strobe Talbott to MKA"". The released text begins: ""They confirm what had been my assumption anyway: the central allegation of the piece is utter, mischievous nonsense; and I was in the dark by inadvertence. They also agree that I should have been read into this matter in a timely way, both because of my responsibilities in D and also because of my more specific duties on Russia policy.""",pdf
C09000036,n/a,Handwritten Note w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000036/C09000036.pdf,"State Department FOIA record C09000036, dated 12/29/1991, is titled ""December 29, 1991 Note From Strobe Talbott to MKA"". The released text begins: ""They confirm what had been my assumption anyway: the central allegation of the piece is utter, mischievous nonsense; and I was in the dark by inadvertence. They also agree that I should have been read into this matter in a timely way, both because of my responsibilities in D and also because of my more specific duties on Russia policy.""",pdf
C09000037,n/a,Answer to Your Follow Up Question on Romania,https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000037/C09000037.pdf,"State Department FOIA record C09000037, dated 5/29/1995, is titled ""Handwritten Note W/Attachment(s)"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000037,n/a,Handwritten Note,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000037/C09000037.pdf,"State Department FOIA record C09000037, dated 5/29/1995, is titled ""Handwritten Note W/Attachment(s)"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000038,n/a,Master Talking Points Kosovo w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Dec2023/FL-2017-13804/DOC_0C09000038/C09000038.pdf,"State Department FOIA record C09000038, dated 5/12/1995, is titled ""Handwritten Note"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000038,n/a,On Course for Madrid,https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000038/C09000038.pdf,"State Department FOIA record C09000038, dated 5/12/1995, is titled ""Handwritten Note"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000038,n/a,Handwritten Note,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000038/C09000038.pdf,"State Department FOIA record C09000038, dated 5/12/1995, is titled ""Handwritten Note"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000038,n/a,Assessment of Primakov's Televised Address to the Nation,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000038/C09000038.pdf,"State Department FOIA record C09000038, dated 5/12/1995, is titled ""Handwritten Note"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000039,n/a,from amherst speech?.,https://foia.state.gov/DOCUMENTS/FOIA_L_Feb2024/FL-2017-13804/DOC_0C09000039/C09000039.pdf,"State Department FOIA record C09000039, dated 5/29/1995, is titled ""Handwritten Note W/Attachment(s)"". The released text begins: ""Strobe Talbott Deputy Secretary of 5tate State U.S. Via FAX#202-647-8047 FAX:#202•647-6047 Strobe: Dear Str.obe: lI don't do much (or, in fact. fact, anything) in the way of lobbying for Austria.""",pdf
C09000039,n/a,Additional Elements on CFE for NATO-Russia Document w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000039/C09000039.pdf,"State Department FOIA record C09000039, dated 5/29/1995, is titled ""Handwritten Note W/Attachment(s)"". The released text begins: ""Strobe Talbott Deputy Secretary of 5tate State U.S. Via FAX#202-647-8047 FAX:#202•647-6047 Strobe: Dear Str.obe: lI don't do much (or, in fact. fact, anything) in the way of lobbying for Austria.""",pdf
C09000039,n/a,Handwritten Note,https://foia.state.gov/DOCUMENTS/FOIA_L_June2022/FL-2017-13804/DOC_0C09000039/C09000039.pdf,"State Department FOIA record C09000039, dated 5/29/1995, is titled ""Handwritten Note W/Attachment(s)"". The released text begins: ""Strobe Talbott Deputy Secretary of 5tate State U.S. Via FAX#202-647-8047 FAX:#202•647-6047 Strobe: Dear Str.obe: lI don't do much (or, in fact. fact, anything) in the way of lobbying for Austria.""",pdf
C09000039,n/a,Letter from Barbara Larkin to The Honorable Richard Lugar,https://foia.state.gov/DOCUMENTS/FOIA_L_May2022/FL-2017-13804/DOC_0C09000039/C09000039.pdf,"State Department FOIA record C09000039, dated 5/29/1995, is titled ""Handwritten Note W/Attachment(s)"". The released text begins: ""Strobe Talbott Deputy Secretary of 5tate State U.S. Via FAX#202-647-8047 FAX:#202•647-6047 Strobe: Dear Str.obe: lI don't do much (or, in fact. fact, anything) in the way of lobbying for Austria.""",pdf
C09000040,n/a,Being Rich Will Not Be Enough Oil and Policy In Central Asia and The Caucasus w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Dec2023/FL-2017-13804/DOC_0C09000040/C09000040.pdf,"State Department FOIA record C09000040, dated 6/16/1995, is titled ""June 16, 1995 Letter From Strobe Talbott To Jim W/Attachment(s)"". The released text begins: ""STROBE TALBOTT 0 4 WASHINGTON, DC ti WASHINGTON, 1996 J une 16, June 16, 1995 1995 .2 1 DepSeC (11- Ilas Soo Dear Jim: Dear Jim: . II received receive d your your fax fax yesterday. yesterd ay .""",pdf
C09000040,n/a,Letter From E. Primakov To Madeleine K. Albright w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000040/C09000040.pdf,"State Department FOIA record C09000040, dated 6/16/1995, is titled ""June 16, 1995 Letter From Strobe Talbott To Jim W/Attachment(s)"". The released text begins: ""STROBE TALBOTT 0 4 WASHINGTON, DC ti WASHINGTON, 1996 J une 16, June 16, 1995 1995 .2 1 DepSeC (11- Ilas Soo Dear Jim: Dear Jim: . II received receive d your your fax fax yesterday. yesterd ay .""",pdf
C09000040,n/a,Handwritten Note From Strobe Talbott to Sandy w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2023/FL-2017-13804/DOC_0C09000040/C09000040.pdf,"State Department FOIA record C09000040, dated 6/16/1995, is titled ""June 16, 1995 Letter From Strobe Talbott To Jim W/Attachment(s)"". The released text begins: ""STROBE TALBOTT 0 4 WASHINGTON, DC ti WASHINGTON, 1996 J une 16, June 16, 1995 1995 .2 1 DepSeC (11- Ilas Soo Dear Jim: Dear Jim: . II received receive d your your fax fax yesterday. yesterd ay .""",pdf
C09000041,n/a,Note From Strobe Talbott To Jim Timbie,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000041/C09000041.pdf,"State Department FOIA record C09000041, dated 7/31/1995, is titled ""Strobe Talbott Travels"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000041,n/a,Handwritten Letter,https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000041/C09000041.pdf,"State Department FOIA record C09000041, dated 7/31/1995, is titled ""Strobe Talbott Travels"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000041,n/a,Summary of Von Moltke /Afanasyevsky Discussions April 8,https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000041/C09000041.pdf,"State Department FOIA record C09000041, dated 7/31/1995, is titled ""Strobe Talbott Travels"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000041,n/a,Handwritten Note,https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000041/C09000041.pdf,"State Department FOIA record C09000041, dated 7/31/1995, is titled ""Strobe Talbott Travels"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000042,n/a,"the recent PC and Presidential decision - in reconciling our non-pro agenda with our ""relationist"" one.",https://foia.state.gov/DOCUMENTS/FOIA_L_Dec2023/FL-2017-13804/DOC_0C09000042/C09000042.pdf,"State Department FOIA record C09000042, dated 5/25/1995, is titled ""May 25, 1995 Letter From Strobe Talbott To Charles"". The released text begins: ""It is is useful useful and welcome. welcome. You understand You unders what's happening what's in Hungary happening in Hungary better better than than just just about about anyone on anyone on earth, earth, so so II appreciate appreciate your your insights and advice.""",pdf
C09000043,n/a,ST's OVERVIEW FOR PC w/Attached Fax,https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2023/FL-2017-13804/DOC_0C09000043/C09000043.pdf,"State Department FOIA record C09000043, dated 6/20/1995, is titled ""June 19, 1995 Letter from Strobe Talbott to James Hoge W/Attached Transmission Sheet"". The released text begins: ""I wanted to think about it over the weekend before I wanted to think about it over the weekend before replying replying. . Having Having done done so, so, II bbelieve e lieve wewe should should pull pull the the plug plug on on this this projec project for FA, t for FA, and and I'll I'll try try to to place place the the piece piece somewhere somewhere else. e…""",pdf
C09000043,n/a,Handwritten Note w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_Jan2024/FL-2017-13804/DOC_0C09000043/C09000043.pdf,"State Department FOIA record C09000043, dated 6/20/1995, is titled ""June 19, 1995 Letter from Strobe Talbott to James Hoge W/Attached Transmission Sheet"". The released text begins: ""I wanted to think about it over the weekend before I wanted to think about it over the weekend before replying replying. . Having Having done done so, so, II bbelieve e lieve wewe should should pull pull the the plug plug on on this this projec project for FA, t for FA, and and I'll I'll try try to to place place the the piece piece somewhere somewhere else. e…""",pdf
C09000043,n/a,Precis of Russian-CFE Counter-Proposal,https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000043/C09000043.pdf,"State Department FOIA record C09000043, dated 6/20/1995, is titled ""June 19, 1995 Letter from Strobe Talbott to James Hoge W/Attached Transmission Sheet"". The released text begins: ""I wanted to think about it over the weekend before I wanted to think about it over the weekend before replying replying. . Having Having done done so, so, II bbelieve e lieve wewe should should pull pull the the plug plug on on this this projec project for FA, t for FA, and and I'll I'll try try to to place place the the piece piece somewhere somewhere else. e…""",pdf
C09000043,n/a,Engaging the Russians Over the Next Year,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2024/FL-2017-13804/DOC_0C09000043/C09000043.pdf,"State Department FOIA record C09000043, dated 6/20/1995, is titled ""June 19, 1995 Letter from Strobe Talbott to James Hoge W/Attached Transmission Sheet"". The released text begins: ""I wanted to think about it over the weekend before I wanted to think about it over the weekend before replying replying. . Having Having done done so, so, II bbelieve e lieve wewe should should pull pull the the plug plug on on this this projec project for FA, t for FA, and and I'll I'll try try to to place place the the piece piece somewhere somewhere else. e…""",pdf
C09000044,n/a,Foreign Language Document,https://foia.state.gov/DOCUMENTS/FOIA_L_Dec2023/FL-2017-13804/DOC_0C09000044/C09000044.pdf,"State Department FOIA record C09000044, dated 6/21/1995, is titled ""June 21, 1995 Letter from Strobe Talbott to Thomas F. McLarty III W/Attached Facsimile Transmission"". The released text begins: ""(Incl. cover) cover) TO: TO: The The Honorable Honorable Thomas Thomas FF. As As II understand understand it it,, even even the the notion notion ofof milair milair support support ffor or the the NSC - des i g n ated NSC-designated Presidential Presidential Delegation Delegation ttoo the the Menem Menem inaugura…""",pdf
C09000044,n/a,Note To Sandy,https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2023/FL-2017-13804/DOC_0C09000044/C09000044.pdf,"State Department FOIA record C09000044, dated 6/21/1995, is titled ""June 21, 1995 Letter from Strobe Talbott to Thomas F. McLarty III W/Attached Facsimile Transmission"". The released text begins: ""(Incl. cover) cover) TO: TO: The The Honorable Honorable Thomas Thomas FF. As As II understand understand it it,, even even the the notion notion ofof milair milair support support ffor or the the NSC - des i g n ated NSC-designated Presidential Presidential Delegation Delegation ttoo the the Menem Menem inaugura…""",pdf
C09000045,n/a,Talking Points on NATO Enlargement,https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000045/C09000045.pdf,"State Department FOIA record C09000045, dated 6/27/1995, is titled ""Security clearance update for Mr Steven Pifer"". The released text begins: ""Vleaae indicate the date rhAr Hr. Mr Pi Mr Pifer worked for Mr.""",pdf
C09000045,n/a,Meeting with the President on Russia w/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_June2024/FL-2017-13804/DOC_0C09000045/C09000045.pdf,"State Department FOIA record C09000045, dated 6/27/1995, is titled ""Security clearance update for Mr Steven Pifer"". The released text begins: ""Vleaae indicate the date rhAr Hr. Mr Pi Mr Pifer worked for Mr.""",pdf
C09000045,n/a,APPROACH TO DATE: We've been pressing the Russians to agree this year to specific changes in the ABMT that would permit Phase I of NMD.,https://foia.state.gov/DOCUMENTS/FOIA_L_Mar2025/FL-2017-13804/DOC_0C09000045/C09000045.pdf,"State Department FOIA record C09000045, dated 6/27/1995, is titled ""Security clearance update for Mr Steven Pifer"". The released text begins: ""Vleaae indicate the date rhAr Hr. Mr Pi Mr Pifer worked for Mr.""",pdf
C09000045,n/a,Note From Strobe Talbott To Ron Asmus,https://foia.state.gov/DOCUMENTS/FOIA_L_Oct2023/FL-2017-13804/DOC_0C09000045/C09000045.pdf,"State Department FOIA record C09000045, dated 6/27/1995, is titled ""Security clearance update for Mr Steven Pifer"". The released text begins: ""Vleaae indicate the date rhAr Hr. Mr Pi Mr Pifer worked for Mr.""",pdf
C09000045,n/a,"Intervention by United States Deputy Secretary of State Strobe Talbott Bonn Peace Implementation Conference December 9, 1997 with Attached Facsimile Transmission",https://foia.state.gov/DOCUMENTS/FOIA_L_Sep2022/FL-2017-13804/DOC_0C09000045/C09000045.pdf,"State Department FOIA record C09000045, dated 6/27/1995, is titled ""Security clearance update for Mr Steven Pifer"". The released text begins: ""Vleaae indicate the date rhAr Hr. Mr Pi Mr Pifer worked for Mr.""",pdf
C09000046,n/a,"Boris, I know you're hoping that the Lyon meeting of the G-7 and P-8 will be a dramatic demonstration of G-7 and P-8 will be a dramatic demonstration of international support for your policies.",https://foia.state.gov/DOCUMENTS/FOIA_L_Apr2024/FL-2017-13804/DOC_0C09000046/C09000046.pdf,"State Department FOIA record C09000046, dated 6/28/1995, is titled ""Strobe Talbott's answer to questions re: Mr. Pifer's security update"". Released under FOIA case F-2017-13804 in the Strobe Talbott collection. Searchable text was not extracted; consult the source PDF for full content.",metadata
C09000047,n/a,Handwritten Letter W/Attachment(s),https://foia.state.gov/DOCUMENTS/FOIA_L_July2022/FL-2017-13804/DOC_0C09000047/C09000047.pdf,"State Department FOIA record C09000047, dated 5/23/1995, is titled ""Summers trip to Moscow and Russian Finance w/Attached Cover Sheet"". The released text begins: ""Addressees outside the Department of State should handle the document in accordance with the above instructions. When this document is no longer needed, the recipient is responsible for seeing that it is is destroyed and for mailing a record of destruction to Mr.""",pdf
C09000047,n/a,"Report to the Congress On the Enlargement of NATO: Rationale, Benefits, Costs and Implications",https://foia.state.gov/DOCUMENTS/FOIA_L_July2024/FL-2017-13804/DOC_0C09000047/C09000047.pdf,"State Department FOIA record C09000047, dated 5/23/1995, is titled ""Summers trip to Moscow and Russian Finance w/Attached Cover Sheet"". The released text begins: ""Addressees outside the Department of State should handle the document in accordance with the above instructions. When this document is no longer needed, the recipient is responsible for seeing that it is is destroyed and for mailing a record of destruction to Mr.""",pdf
